Iteration,15th percentile,50th percentile,85th percentile
2985,-1.484100366,0.015075869,1.479014009
2986,-1.479827577,0.028992139,1.502165622
2987,-1.485582024,-0.002670667,1.516292834
2988,-1.461317724,0.036025498,1.476414347
2989,-1.498298949,0.002077412,1.50134294
2990,-1.485567874,0.038858639,1.504171294
2991,-1.490058702,0.004703663,1.50228579
2992,-1.501774484,0.019178706,1.523042113
2993,-1.501338565,0.062847102,1.496551782
2994,-1.46661582,0.024046172,1.490901375
2995,-1.486051756,0.018208211,1.506388891
2996,-1.483371079,-0.007150306,1.492548442
2997,-1.454733515,0.008609313,1.468151879
2998,-1.488694799,0.010906684,1.487447387
2999,-1.485809773,0.02244169,1.495604646
3000,-1.490230614,0.054712802,1.4750646
3001,-1.497121763,0.00320122,1.506676501
3002,-1.497596705,0.028429906,1.491060549
3003,-1.491178036,0.033257693,1.489337689
3004,-1.480977672,-0.001907319,1.495709771
3005,-1.47636528,0.020829879,1.483535045
3006,-1.48380751,0.034187224,1.506003016
3007,-1.44542675,0.01395524,1.501803547
3008,-1.485836577,0.020349556,1.50147922
3009,-1.461049038,0.007937832,1.481786793
3010,-1.482825935,-0.004384775,1.489203578
3011,-1.468141454,0.010607814,1.469609362
3012,-1.48588438,-0.00493053,1.503066915
3013,-1.479398501,0.013803571,1.513195908
3014,-1.498987448,0.015418853,1.513124448
3015,-1.469697535,-0.027803419,1.503339905
3016,-1.459459931,0.030412367,1.479963702
3017,-1.485134959,0.027899957,1.500204712
3018,-1.473804796,0.023234873,1.498539603
3019,-1.463971478,0.003653889,1.498255718
3020,-1.483286333,0.010460921,1.499705166
3021,-1.457380569,-0.027225283,1.508344388
3022,-1.505246627,0.006667003,1.511336231
3023,-1.483043367,0.014353014,1.492671025
3024,-1.472551292,0.010798907,1.488764155
3025,-1.492379707,0.031661378,1.504537195
3026,-1.495574987,0.019027707,1.503209573
3027,-1.45915944,0.019534826,1.496486849
3028,-1.469487286,-0.001304817,1.514150661
3029,-1.492475265,-2.47E-05,1.498370236
3030,-1.496476305,0.022617647,1.505820829
3031,-1.498207021,0.004947692,1.496009511
3032,-1.508105701,0.018652058,1.520955217
3033,-1.504831982,0.012958638,1.510790181
3034,-1.501127958,0.001963381,1.491299218
3035,-1.483901817,0.022775797,1.505541635
3036,-1.480597138,0.029023183,1.496546614
3037,-1.492784864,0.034808213,1.502326524
3038,-1.504992199,0.040070027,1.496885967
3039,-1.490258121,0.006766859,1.521809322
3040,-1.481155634,0.017609145,1.508498615
3041,-1.467858684,0.022279129,1.480104983
3042,-1.482911301,0.006999869,1.506473404
3043,-1.48820613,-0.001778683,1.516747534
3044,-1.510729891,0.027754458,1.50673877
3045,-1.480603009,0.023764958,1.502431554
3046,-1.496023142,0.020241234,1.495163047
3047,-1.492697966,0.004136313,1.495213377
3048,-1.500104713,0.017104222,1.499994367
3049,-1.506162906,0.031874131,1.510224378
3050,-1.507714719,0.020277428,1.513380861
3051,-1.487083447,0.021627798,1.526671541
3052,-1.48887881,0.010403505,1.528077906
3053,-1.479201001,0.010091728,1.525339055
3054,-1.492302817,0.013296693,1.516408861
3055,-1.48787716,0.03034515,1.490023166
3056,-1.495503998,-0.009529528,1.506598127
3057,-1.492182076,0.021967078,1.508164769
3058,-1.493422663,0.02901072,1.493024063
3059,-1.492059451,0.011854428,1.493768215
3060,-1.50889076,0.013327806,1.494530445
3061,-1.458893716,0.027482623,1.495724785
3062,-1.506574404,0.008835573,1.517400903
3063,-1.493430877,0.034798032,1.517828757
3064,-1.475023746,-0.030248559,1.506215519
3065,-1.489698601,-0.017367271,1.527675748
3066,-1.470100927,-0.015191365,1.493678951
3067,-1.474252182,-0.027352788,1.521137291
3068,-1.493010086,1.14E-05,1.50727877
3069,-1.480732965,0.014283481,1.478981543
3070,-1.505405468,0.028079494,1.505051059
3071,-1.492335129,0.008255167,1.502549106
3072,-1.495258367,0.017458783,1.484147131
3073,-1.499073201,0.03015544,1.512427419
3074,-1.493963796,-0.000476707,1.52181772
3075,-1.506125331,0.019577194,1.511128509
3076,-1.491505581,0.017896364,1.505279088
3077,-1.485364199,0.03152757,1.499026442
3078,-1.501106161,0.00335648,1.509759581
3079,-1.487968296,0.011441895,1.491188955
3080,-1.481508285,0.006358787,1.519284332
3081,-1.49357565,0.011720084,1.518799281
3082,-1.511466885,0.024036918,1.501654083
3083,-1.494330597,0.00500394,1.52557838
3084,-1.474673092,0.003427401,1.500655913
3085,-1.509825242,0.028670416,1.530238527
3086,-1.479546481,0.004398441,1.489523929
3087,-1.480503684,-0.013948359,1.508626139
3088,-1.500117809,0.009506145,1.512103164
3089,-1.495339555,0.016651784,1.494646603
3090,-1.498544991,0.038333859,1.495400935
3091,-1.492516941,0.013152577,1.510834259
3092,-1.509030151,0.035784896,1.504376191
3093,-1.477497911,0.035244003,1.483054954
3094,-1.513625795,0.031292819,1.516090941
3095,-1.497818351,0.003974082,1.529017901
3096,-1.475506204,0.008212924,1.505244172
3097,-1.480351835,0.02698423,1.50073998
3098,-1.512970769,0.024335602,1.513955343
3099,-1.497049844,0.003773905,1.535584497
3100,-1.516363597,0.028690345,1.513573039
3101,-1.495962864,0.018536502,1.513514465
3102,-1.499858922,0.020755939,1.514295483
3103,-1.466505408,-0.003441056,1.50694229
3104,-1.478183049,-0.006745975,1.518737167
3105,-1.506812775,0.027115345,1.511192095
3106,-1.482430816,0.027115151,1.526381958
3107,-1.500323677,0.00337388,1.510972738
3108,-1.510918963,0.002887592,1.489497173
3109,-1.503686285,0.001660893,1.501792264
3110,-1.485414904,0.014488638,1.495316786
3111,-1.52006343,0.011525966,1.503391904
3112,-1.484887606,0.010318633,1.496094525
3113,-1.478631896,-0.003244361,1.50924893
3114,-1.493370098,0.023108233,1.501378727
3115,-1.507548296,0.004351507,1.512547821
3116,-1.50183816,0.023916813,1.521898854
3117,-1.487635058,0.021525166,1.491868347
3118,-1.501830572,0.021105391,1.511178112
3119,-1.470341897,0.028226204,1.514331704
3120,-1.470977104,0.02970217,1.510510188
3121,-1.481243795,-0.009879254,1.508630979
3122,-1.488471878,0.008083165,1.498202848
3123,-1.498268396,-0.00367798,1.526616812
3124,-1.497945285,0.015352105,1.511975306
3125,-1.524330485,0.048167516,1.509194636
3126,-1.48672089,-0.009812739,1.525490844
3127,-1.501423013,0.01950429,1.503831464
3128,-1.482180297,0.019022434,1.511502564
3129,-1.512279844,0.027981848,1.492927915
3130,-1.506845951,0.008092854,1.521950835
3131,-1.459984362,-0.027900975,1.533037215
3132,-1.50914579,-0.002312955,1.520000196
3133,-1.499048626,0.001743188,1.521342123
3134,-1.474791288,-0.037859567,1.531526577
3135,-1.506285292,-0.007889992,1.511807942
3136,-1.512816715,0.005908744,1.521854907
3137,-1.51098597,0.020616616,1.525172788
3138,-1.478966665,0.003919574,1.517678106
3139,-1.488892686,0.035472929,1.518941528
3140,-1.492789209,0.014774206,1.508687901
3141,-1.493621719,-0.002376099,1.502562588
3142,-1.496519095,0.053944066,1.485777074
3143,-1.515993482,0.054265626,1.502464527
3144,-1.506871063,0.015956433,1.521632367
3145,-1.480555242,0.005307481,1.515840662
3146,-1.5094257,0.005262896,1.515955645
3147,-1.505981547,0.006979051,1.522365534
3148,-1.492656499,0.021990221,1.502720803
3149,-1.488551265,0.024805746,1.50269624
3150,-1.479012924,-0.002505057,1.495411915
3151,-1.49862895,0.005471073,1.527603775
3152,-1.491233391,0.005751658,1.496830052
3153,-1.520520318,0.047318354,1.502340096
3154,-1.490082473,0.004063576,1.504440969
3155,-1.484880114,0.000664512,1.529514468
3156,-1.491759247,-0.004243772,1.505356991
3157,-1.490161055,0.028792509,1.483610702
3158,-1.504365766,0.03710887,1.519004035
3159,-1.491500938,0.037747042,1.472090644
3160,-1.505677992,0.022926051,1.509297639
3161,-1.495150685,0.003739517,1.524079728
3162,-1.494403869,-0.000509173,1.514874911
3163,-1.494569081,0.012964783,1.526318735
3164,-1.491949481,0.014024093,1.511498284
3165,-1.495763731,0.013535857,1.498674148
3166,-1.492972088,0.028393028,1.501121378
3167,-1.499321449,0.0346861,1.51429565
3168,-1.493424189,0.00163155,1.52046119
3169,-1.499962258,0.03772077,1.513600671
3170,-1.495757496,0.017403679,1.524054098
3171,-1.478999496,-0.003097051,1.508656025
3172,-1.505253315,0.004594936,1.505217737
3173,-1.47689057,-0.00486581,1.517788696
3174,-1.500478774,0.00365791,1.514933789
3175,-1.511722308,0.009723406,1.507332122
3176,-1.502832216,0.010477545,1.525585234
3177,-1.477676415,-0.012131731,1.500557286
3178,-1.488420141,0.010189537,1.516165322
3179,-1.489717388,0.010618153,1.498766452
3180,-1.511782241,0.020653398,1.512511408
3181,-1.508990961,0.017107708,1.509264725
3182,-1.523066759,-0.007518102,1.520889366
3183,-1.50432772,0.032225553,1.488446409
3184,-1.506554073,0.026568494,1.516866285
3185,-1.502134109,0.028188832,1.507623589
3186,-1.499045962,-0.011164548,1.504093373
3187,-1.494718879,0.018067229,1.500600815
3188,-1.448944014,-0.030896395,1.505161244
3189,-1.510566103,0.03975812,1.521258372
3190,-1.499464983,0.001726652,1.502717817
3191,-1.493941331,0.020355913,1.524003798
3192,-1.504499543,0.027869232,1.487411416
3193,-1.48624543,0.016045355,1.531053782
3194,-1.509574306,0.031987421,1.521968424
3195,-1.5100178,0.000849521,1.522125083
3196,-1.520839912,0.045164723,1.498443955
3197,-1.487692028,-0.010923976,1.518258905
3198,-1.509169483,0.076520082,1.510761291
3199,-1.514682317,-0.004145878,1.533686882
3200,-1.525537199,0.018594087,1.516060889
3201,-1.511645854,0.033471916,1.507685506
3202,-1.494180864,-0.00987214,1.52649883
3203,-1.517672563,0.037884865,1.500130707
3204,-1.508555794,0.016409498,1.518169791
3205,-1.504170263,-0.00790846,1.509709406
3206,-1.5256859,0.023453337,1.519670999
3207,-1.497782612,-0.011039731,1.536733729
3208,-1.495837492,-0.002984347,1.505974853
3209,-1.490431815,0.029510372,1.514469272
3210,-1.489022332,0.024716642,1.519288683
3211,-1.46409775,0.004489992,1.511120564
3212,-1.500487614,0.017909812,1.507127899
3213,-1.506086981,0.001551254,1.53297689
3214,-1.511806309,0.01116813,1.517317259
3215,-1.506345004,0.028030557,1.529542673
3216,-1.506881803,0.007819299,1.51650871
3217,-1.52540555,0.004526937,1.543826127
3218,-1.503027231,0.042093948,1.500935924
3219,-1.515200597,0.005386863,1.523183727
3220,-1.480893588,0.017319004,1.507952768
3221,-1.502580565,-0.00148625,1.52756722
3222,-1.494749671,0.010671912,1.514909279
3223,-1.508481526,0.039361674,1.513005495
3224,-1.519197881,0.001201232,1.538299608
3225,-1.522928238,0.008346438,1.493351203
3226,-1.515141302,-0.012734813,1.541964883
3227,-1.496611178,0.017733221,1.524971366
3228,-1.507491124,-0.013112739,1.521318525
3229,-1.523973733,0.039598495,1.496188962
3230,-1.498427045,0.042508598,1.515306664
3231,-1.510059369,0.025036006,1.487204218
3232,-1.49786908,0.035588069,1.496940839
3233,-1.520031202,0.002433027,1.533971614
3234,-1.506814545,0.020412879,1.523533762
3235,-1.528339058,0.04520487,1.502114177
3236,-1.484579945,-0.023847678,1.540330601
3237,-1.496580541,0.008094048,1.511201555
3238,-1.470658404,-0.024713316,1.521237701
3239,-1.519505227,0.020313296,1.509326929
3240,-1.502619439,0.002958349,1.509828496
3241,-1.506881291,0.006201085,1.522745502
3242,-1.509479553,0.010386439,1.500056791
3243,-1.50836854,0.045631381,1.519285047
3244,-1.493660647,0.000242682,1.53864578
3245,-1.509399247,0.021672563,1.517515856
3246,-1.505990428,0.016601183,1.514174086
3247,-1.476965368,-0.012807542,1.529835814
3248,-1.524541163,0.044684021,1.524179751
3249,-1.521471661,0.008630423,1.538588697
3250,-1.514474589,0.003123525,1.527496636
3251,-1.512271476,0.011052615,1.550714201
3252,-1.52052812,0.037032155,1.539225155
3253,-1.521294039,0.030870048,1.5064147
3254,-1.506514102,0.020050737,1.515959585
3255,-1.528548837,0.026816407,1.506428003
3256,-1.480922431,0.018904775,1.515821099
3257,-1.527900046,0.019259822,1.504906911
3258,-1.512364423,0.02553767,1.492068607
3259,-1.482003826,0.008703065,1.520295757
3260,-1.508877796,0.002600357,1.508360261
3261,-1.504058331,-0.011205475,1.552438039
3262,-1.491831934,0.011688039,1.520605868
3263,-1.486797714,-0.009271784,1.517990482
3264,-1.507067317,-0.008006192,1.523206818
3265,-1.518680435,-0.00481479,1.516870844
3266,-1.492308098,0.031401299,1.503772384
3267,-1.510265321,0.036789412,1.503262007
3268,-1.529791397,0.013012635,1.526423407
3269,-1.481538564,0.007136348,1.513663274
3270,-1.511699903,0.011915251,1.526220989
3271,-1.50382154,0.04718787,1.506552172
3272,-1.503244823,0.01237336,1.521056515
3273,-1.50674901,-0.009017745,1.525164402
3274,-1.510785979,0.009487154,1.527986991
3275,-1.525848573,-0.009877879,1.522954339
3276,-1.513898301,0.009559685,1.511962098
3277,-1.521820706,0.002849512,1.523839068
3278,-1.498491657,-0.044215856,1.522462225
3279,-1.498203081,-0.012939534,1.541796732
3280,-1.502186233,0.027257746,1.52948758
3281,-1.516442585,0.023625022,1.544923061
3282,-1.502050966,0.048809877,1.505881423
3283,-1.495280451,0.019351099,1.514362729
3284,-1.518207097,0.014992319,1.530865014
3285,-1.502428198,0.001013026,1.507224464
3286,-1.526428479,0.003789673,1.518106204
3287,-1.495707798,0.014123027,1.496874595
3288,-1.508238906,0.008172764,1.532932341
3289,-1.50957213,0.016250968,1.526273912
3290,-1.511705047,0.031913238,1.531569463
3291,-1.507506627,0.017210263,1.542442161
3292,-1.516959888,0.009525469,1.538549483
3293,-1.51980443,0.007525336,1.522677225
3294,-1.513587785,0.010238779,1.525694793
3295,-1.499121833,0.021160431,1.525429773
3296,-1.495408207,0.014807825,1.533738965
3297,-1.489357805,0.004505437,1.532820612
3298,-1.513120097,0.006718223,1.537300563
3299,-1.519862765,0.02340271,1.522162712
3300,-1.505928385,0.030572687,1.518133533
3301,-1.531357348,0.004463478,1.530733138
3302,-1.491631025,-0.009605099,1.531551856
3303,-1.503786135,-0.000414308,1.534676516
3304,-1.50245803,0.006388678,1.522285414
3305,-1.52099036,0.045687078,1.524396318
3306,-1.506451714,0.010236062,1.534729147
3307,-1.532055134,0.040643327,1.524239051
3308,-1.51058588,0.010569203,1.524878728
3309,-1.496669447,-0.001843162,1.528517652
3310,-1.517492241,0.019969082,1.529885542
3311,-1.529827952,0.015163345,1.553197289
3312,-1.514698666,0.016745009,1.522314197
3313,-1.514861923,-0.018327324,1.552952313
3314,-1.491535985,0.03972158,1.506274486
3315,-1.48931064,-0.028299393,1.533521694
3316,-1.515765965,0.015627274,1.532763427
3317,-1.51161952,0.004700046,1.53400659
3318,-1.527457917,0.013688659,1.532381183
3319,-1.529206908,0.007048446,1.540668583
3320,-1.503004831,-0.007782181,1.502417016
3321,-1.508544421,-0.0068369,1.527015913
3322,-1.514101028,0.020803064,1.493128681
3323,-1.522254008,0.017287819,1.540422672
3324,-1.517956805,0.008227541,1.525031966
3325,-1.527496099,0.028371762,1.5268399
3326,-1.480590111,0.009245778,1.525290346
3327,-1.519350171,0.006154992,1.534147948
3328,-1.502698779,0.006288976,1.523094535
3329,-1.488108528,0.004982924,1.526312721
3330,-1.510917181,0.002482106,1.551259577
3331,-1.503894728,0.01248521,1.535698968
3332,-1.480541468,0.033819992,1.537264001
3333,-1.506495243,0.014947629,1.515699559
3334,-1.493362778,-0.012481641,1.512443095
3335,-1.488821632,0.062273879,1.520233238
3336,-1.507976878,-0.005956139,1.52349869
3337,-1.499549443,0.013762173,1.504986501
3338,-1.511847335,-0.005516946,1.550564671
3339,-1.501908869,-0.018514354,1.540161175
3340,-1.509884733,-0.018062704,1.537393868
3341,-1.506407452,0.015493309,1.524458325
3342,-1.510613549,0.043058701,1.503927386
3343,-1.519053608,0.041242836,1.514882368
3344,-1.498477757,0.003051644,1.535887128
3345,-1.541025805,0.024258214,1.544999504
3346,-1.507667208,0.022988858,1.533151478
3347,-1.526072401,0.035770582,1.514364892
3348,-1.512372988,0.004688139,1.562774765
3349,-1.509762418,-0.001269644,1.540037495
3350,-1.51492722,-0.006778924,1.532946944
3351,-1.498026377,-0.024180921,1.542379308
3352,-1.513572901,-0.011657317,1.539427078
3353,-1.514080644,0.037440518,1.543691653
3354,-1.521775442,0.010763181,1.52383244
3355,-1.510613763,0.021004822,1.52507413
3356,-1.522681266,0.003672731,1.527193612
3357,-1.509613514,-0.01048203,1.534483033
3358,-1.514225,0.000558113,1.551344246
3359,-1.537953174,0.027293481,1.528486854
3360,-1.508470201,-0.000569501,1.532123923
3361,-1.510099679,0.003600754,1.54026987
3362,-1.532800269,0.039787285,1.529885721
3363,-1.528432184,0.017249496,1.549257725
3364,-1.54030062,0.008972177,1.539439946
3365,-1.515905309,0.029372448,1.519984186
3366,-1.522067952,0.003867509,1.549440205
3367,-1.499496788,0.007732374,1.535320204
3368,-1.514748913,0.000368206,1.52114104
3369,-1.506550276,0.010061662,1.527171981
3370,-1.511016405,0.019013823,1.513327187
3371,-1.498022479,-0.012307464,1.544590545
3372,-1.498194671,0.026016232,1.532531559
3373,-1.517821509,-0.003016781,1.555790061
3374,-1.546769255,0.035379661,1.52408005
3375,-1.504906017,-0.018631664,1.552859491
3376,-1.519502193,0.009640936,1.536981279
3377,-1.51720888,0.025078627,1.536830205
3378,-1.539338875,0.033235027,1.556269759
3379,-1.497685671,-0.007338857,1.517139369
3380,-1.518256253,0.020661637,1.522679156
3381,-1.496690977,-0.004094996,1.528323638
3382,-1.510355181,0.008370951,1.547100312
3383,-1.487847227,-0.000431376,1.528554618
3384,-1.514075178,0.00113797,1.517449623
3385,-1.498952645,-0.015628558,1.538041514
3386,-1.520480317,0.013946917,1.548620594
3387,-1.513307202,0.014441358,1.531816655
3388,-1.520797408,0.008329371,1.531221724
3389,-1.504892206,0.001760727,1.537187392
3390,-1.514879847,0.036278725,1.495152998
3391,-1.521009856,0.035017531,1.530485636
3392,-1.522720307,-0.016501975,1.536501533
3393,-1.509256828,0.021340866,1.518575132
3394,-1.528983527,0.004240323,1.542138255
3395,-1.515977019,0.013873225,1.506331772
3396,-1.533321363,0.039958447,1.530116975
3397,-1.513649797,0.015774019,1.533833665
3398,-1.519512117,0.019111991,1.519024158
3399,-1.50723151,0.020724075,1.550609314
3400,-1.526510537,0.025933542,1.529091734
3401,-1.535674727,0.010703539,1.531442332
3402,-1.505453515,0.039809765,1.514424968
3403,-1.531209892,0.01736092,1.499788862
3404,-1.5312922,0.021085138,1.526397353
3405,-1.520937341,0.011763394,1.574004018
3406,-1.531028605,0.041407768,1.530623186
3407,-1.526346362,-0.00396816,1.555857855
3408,-1.530199623,0.004226123,1.544842309
3409,-1.507602829,0.027536962,1.532687438
3410,-1.547946286,0.030130988,1.563110638
3411,-1.507432866,0.007043949,1.525912756
3412,-1.515897501,-0.007982168,1.556238496
3413,-1.508677232,0.003147352,1.533295298
3414,-1.527838904,0.008208016,1.54374035
3415,-1.53194809,0.048221042,1.532835031
3416,-1.518831521,0.02017036,1.510555917
3417,-1.503993011,0.010492568,1.554235756
3418,-1.522672492,0.039364774,1.520144039
3419,-1.515811932,0.011096252,1.534384447
3420,-1.539438862,0.01624343,1.559282118
3421,-1.528163648,0.002020653,1.552028382
3422,-1.52790131,0.009292472,1.552688801
3423,-1.505579406,0.001623029,1.538101393
3424,-1.521652943,0.037091985,1.529019642
3425,-1.50920397,0.021094035,1.510547084
3426,-1.521081853,-0.000607289,1.547764695
3427,-1.540000498,0.006698289,1.550454015
3428,-1.544164079,0.031375544,1.542465329
3429,-1.509463573,0.00136123,1.549472874
3430,-1.532885277,0.0345749,1.534571362
3431,-1.517033899,-0.0034502,1.531736821
3432,-1.514378291,-0.020255852,1.526942194
3433,-1.514591628,0.002187466,1.523803014
3434,-1.513507396,0.009927842,1.533513933
3435,-1.512308824,0.038411709,1.528411478
3436,-1.531373864,-0.004267912,1.558529454
3437,-1.528064275,0.020996235,1.519891477
3438,-1.526876479,0.026264922,1.530525643
3439,-1.524649233,0.01318269,1.555414933
3440,-1.508306462,0.006595291,1.55478155
3441,-1.51638326,0.031763313,1.526573098
3442,-1.543453407,0.037957452,1.546660244
3443,-1.528804624,0.021406303,1.531225348
3444,-1.509645236,0.016788085,1.528697985
3445,-1.5250898,0.02042043,1.525222266
3446,-1.5182482,0.01961221,1.517462564
3447,-1.517644668,0.001433594,1.539320838
3448,-1.516804677,-0.001323278,1.546842474
3449,-1.521189922,0.02291807,1.543062693
3450,-1.531622463,-0.003451364,1.548107046
3451,-1.496502137,-0.012753117,1.544812912
3452,-1.544177794,0.036648083,1.532958353
3453,-1.515953517,0.018945105,1.538414508
3454,-1.520357364,0.029184317,1.523302281
3455,-1.531946111,0.000716938,1.54245618
3456,-1.522775513,0.004585085,1.54942264
3457,-1.532901222,-0.006922739,1.553361589
3458,-1.51045683,-0.018467963,1.538144976
3459,-1.516661489,0.028273141,1.539522094
3460,-1.502595586,-0.007086404,1.552053118
3461,-1.516135943,-0.007842733,1.534059662
3462,-1.534078777,0.012462638,1.532185465
3463,-1.511646247,0.015133307,1.532764447
3464,-1.519655329,0.001429737,1.540791988
3465,-1.535342979,0.027198611,1.533335811
3466,-1.53346504,0.000406977,1.549812108
3467,-1.542564124,0.012051047,1.546255934
3468,-1.522489899,0.034599716,1.537937742
3469,-1.536079019,0.01520716,1.547071624
3470,-1.527347189,-0.007258711,1.538000822
3471,-1.52584976,0.039018741,1.525370717
3472,-1.51048646,0.013676442,1.536366528
3473,-1.532467616,-0.001897571,1.528733897
3474,-1.540250188,0.025962899,1.532490778
3475,-1.530108517,-0.004328886,1.531615484
3476,-1.540979308,0.045888033,1.541134506
3477,-1.52075724,0.034743132,1.53543824
3478,-1.517986041,-0.00448093,1.535387361
3479,-1.526371813,0.002641238,1.536434978
3480,-1.542718136,-0.000539841,1.535718322
3481,-1.53347798,-0.004492741,1.529528528
3482,-1.516376531,0.02067977,1.531271833
3483,-1.546821862,-0.004667743,1.54584651
3484,-1.530835414,0.044255514,1.533964401
3485,-1.497337085,-0.030102644,1.537027776
3486,-1.523557019,-0.01610968,1.528237486
3487,-1.523331523,0.041532515,1.530672646
3488,-1.535647756,0.019631726,1.537544864
3489,-1.537072682,0.041021597,1.532757598
3490,-1.530344164,0.047571242,1.535242581
3491,-1.536020178,0.016382699,1.554183483
3492,-1.51750297,0.028070699,1.555249339
3493,-1.557777065,-0.000244705,1.536730987
3494,-1.552539444,0.042311482,1.531997013
3495,-1.530050701,0.019357942,1.530218118
3496,-1.551287192,0.009981841,1.538058472
3497,-1.499545109,-0.0129261,1.528850991
3498,-1.511352676,-0.024729189,1.540904957
3499,-1.542701745,0.009262701,1.571578878
3500,-1.536660433,0.019958938,1.535750115
3501,-1.526763588,0.032372663,1.532560796
3502,-1.521052945,0.011959461,1.557270622
3503,-1.522145027,-0.014247978,1.551957232
3504,-1.533101475,0.043504147,1.536745715
3505,-1.522112739,0.003746699,1.55244202
3506,-1.541647017,-0.00376857,1.577583665
3507,-1.52858339,0.017139693,1.522923094
3508,-1.544353622,0.003053863,1.570828968
3509,-1.526790053,0.008155736,1.566182542
3510,-1.523277038,0.009350112,1.544699389
3511,-1.568974763,0.040676877,1.565020061
3512,-1.513561571,0.021120762,1.517560804
3513,-1.524819732,-0.00161995,1.547176087
3514,-1.539991117,0.012522181,1.542931521
3515,-1.538048339,0.009812838,1.547052038
3516,-1.53428086,0.019429211,1.534971625
3517,-1.527726686,-0.003029047,1.562953687
3518,-1.5120377,0.015526186,1.558758873
3519,-1.517797548,-0.010967749,1.571731162
3520,-1.512819666,0.031883974,1.508095694
3521,-1.515556067,-0.01182848,1.544488764
3522,-1.537844771,0.030762474,1.530513573
3523,-1.527975684,0.001549902,1.549609315
3524,-1.545866424,0.027424978,1.520424604
3525,-1.540325648,-0.005911035,1.568349636
3526,-1.511895227,0.023792696,1.548747683
3527,-1.522516125,0.032977939,1.538826847
3528,-1.50250389,0.011357944,1.54819178
3529,-1.518010062,-0.00551389,1.538823271
3530,-1.542336255,0.01642061,1.561638331
3531,-1.527089357,0.020621637,1.527005935
3532,-1.527702874,-0.007972714,1.556018603
3533,-1.535993564,0.034657974,1.5529616
3534,-1.50993154,-0.024982702,1.56277265
3535,-1.533287919,0.025699608,1.541205919
3536,-1.51455577,0.002221741,1.535945064
3537,-1.52935248,0.023113312,1.548932141
3538,-1.542263854,0.021782948,1.542841226
3539,-1.54529866,0.016287738,1.543384153
3540,-1.542013645,0.006429922,1.572605956
3541,-1.514602435,-0.002814814,1.519050115
3542,-1.534074146,-0.010516219,1.556557375
3543,-1.526319736,0.003507558,1.554223049
3544,-1.531434679,-0.006841063,1.540743339
3545,-1.530531669,0.011554167,1.548016685
3546,-1.551304895,0.018270003,1.530091339
3547,-1.539110249,-0.022389909,1.537213761
3548,-1.530581009,-0.001632821,1.554987943
3549,-1.532600284,0.007980512,1.531797075
3550,-1.534135437,0.00582551,1.544944507
3551,-1.521844608,0.006625226,1.53057422
3552,-1.524069703,0.007762323,1.546413481
3553,-1.537085623,0.003989419,1.557295066
3554,-1.533807856,0.013989805,1.55267784
3555,-1.50834198,0.018709393,1.54414736
3556,-1.550138003,0.003103003,1.567407686
3557,-1.525281823,0.011938126,1.547226757
3558,-1.52743935,-0.012673046,1.544009823
3559,-1.543710279,-0.002694364,1.571983248
3560,-1.525667316,-0.00071023,1.56897288
3561,-1.509182954,-0.014790797,1.558237451
3562,-1.518750536,-0.020732821,1.552966249
3563,-1.524465072,-0.007859692,1.54317717
3564,-1.501776391,-0.012763418,1.546790093
3565,-1.509766287,0.020689279,1.543273664
3566,-1.524738729,0.018634069,1.549077779
3567,-1.527448523,0.009336529,1.559142375
3568,-1.532747602,0.02219213,1.563061005
3569,-1.527511841,0.022532476,1.53293907
3570,-1.513542372,-0.030798679,1.568556702
3571,-1.520273262,0.016059963,1.550057775
3572,-1.555489057,0.005697642,1.548730928
3573,-1.536774927,0.010196767,1.550434905
3574,-1.54283101,-0.006788067,1.578086489
3575,-1.554158401,0.011128804,1.54675976
3576,-1.518848723,-0.018547278,1.569149381
3577,-1.537984598,-0.027120989,1.576485431
3578,-1.536079669,-0.005902675,1.554532456
3579,-1.529815227,-0.009808562,1.554807246
3580,-1.528363967,-0.010767478,1.550641567
3581,-1.557205331,0.017657682,1.550140977
3582,-1.542734146,-0.005993479,1.553755629
3583,-1.512753236,-0.016086951,1.555588281
3584,-1.550890839,0.01696685,1.566836721
3585,-1.557414448,-0.00449839,1.572837108
3586,-1.550584322,0.019245886,1.583593738
3587,-1.530340481,0.009601573,1.561904204
3588,-1.533014506,0.003959184,1.555215555
3589,-1.5326433,0.043089978,1.564378595
3590,-1.530722976,0.025731194,1.550068265
3591,-1.515633923,0.013962643,1.542390573
3592,-1.534710807,0.008669607,1.547618663
3593,-1.540186179,0.041697469,1.553812855
3594,-1.544304317,-0.015694175,1.570994884
3595,-1.528361726,0.026828768,1.545965087
3596,-1.518043762,0.047051214,1.54131279
3597,-1.568733001,0.017718446,1.544655782
3598,-1.55637269,0.025597515,1.541324204
3599,-1.535417897,0.038516555,1.533493578
3600,-1.550941288,0.013560048,1.564032549
3601,-1.523871952,0.041789996,1.532273763
3602,-1.521357924,0.016771317,1.562314665
3603,-1.531804866,0.02827991,1.555362141
3604,-1.545580649,-0.005918381,1.569374079
3605,-1.531995177,0.04976033,1.533613056
3606,-1.549503118,0.047626726,1.532575345
3607,-1.520799702,0.024551058,1.54995901
3608,-1.546792895,0.014736762,1.546311122
3609,-1.550207293,0.010844486,1.582458538
3610,-1.551751924,0.011219207,1.54738009
3611,-1.532051927,0.008301629,1.555107677
3612,-1.524239945,-0.01124369,1.553130215
